"year","quarter","sex","age","acf","hiv","smrxpertcases","period","acfperiod","year_q","population","hiv_prev","newpopulation"
"2016","2","females","20-29","ACF","a) HIV-negative",4,"cpost-ACF","ACF.cpost-ACF","2016.2",26101,0.073,24195.627
"2016","2","females","20-29","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2016.2",26101,0.073,1905.373
"2016","2","females","20-29","Non-ACF","a) HIV-negative",4,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",59948,0.09,54552.68
"2016","2","females","20-29","Non-ACF","b) HIV-positive",9,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",59948,0.09,5395.32
"2016","2","females","30-39","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.2",22968,0.206,18236.592
"2016","2","females","30-39","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2016.2",22968,0.206,4731.408
"2016","2","females","30-39","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",34162,0.212,26919.656
"2016","2","females","30-39","Non-ACF","b) HIV-positive",13,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",34162,0.212,7242.344
"2016","2","females","40-49","ACF","b) HIV-positive",4,"cpost-ACF","ACF.cpost-ACF","2016.2",8186,0.356,2914.216
"2016","2","females","40-49","Non-ACF","b) HIV-positive",6,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",17452,0.325,5671.9
"2016","2","females","50+","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2016.2",7206,0.184,1325.904
"2016","2","females","50+","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",13660,0.215,2936.9
"2016","2","males","16-19","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2016.2",11745,0.022,258.39
"2016","2","males","16-19","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",31079,0.019,30488.499
"2016","2","males","20-29","ACF","a) HIV-negative",4,"cpost-ACF","ACF.cpost-ACF","2016.2",26619,0.016,26193.096
"2016","2","males","20-29","ACF","b) HIV-positive",9,"cpost-ACF","ACF.cpost-ACF","2016.2",26619,0.016,425.904
"2016","2","males","20-29","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",55361,0.017,
"2016","2","males","20-29","Non-ACF","a) HIV-negative",16,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",55361,0.017,54419.863
"2016","2","males","20-29","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",55361,0.017,941.137
"2016","2","males","30-39","ACF",,2,"cpost-ACF","ACF.cpost-ACF","2016.2",19113,0.111,
"2016","2","males","30-39","ACF","a) HIV-negative",10,"cpost-ACF","ACF.cpost-ACF","2016.2",19113,0.111,16991.457
"2016","2","males","30-39","ACF","b) HIV-positive",18,"cpost-ACF","ACF.cpost-ACF","2016.2",19113,0.111,2121.543
"2016","2","males","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",41614,0.145,
"2016","2","males","30-39","Non-ACF","a) HIV-negative",9,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",41614,0.145,35579.97
"2016","2","males","30-39","Non-ACF","b) HIV-positive",31,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",41614,0.145,6034.03
"2016","2","males","40-49","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2016.2",9108,0.248,
"2016","2","males","40-49","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.2",9108,0.248,6849.216
"2016","2","males","40-49","ACF","b) HIV-positive",15,"cpost-ACF","ACF.cpost-ACF","2016.2",9108,0.248,2258.784
"2016","2","males","40-49","Non-ACF","a) HIV-negative",4,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",24677,0.24,18754.52
"2016","2","males","40-49","Non-ACF","b) HIV-positive",17,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",24677,0.24,5922.48
"2016","2","males","50+","ACF","a) HIV-negative",3,"cpost-ACF","ACF.cpost-ACF","2016.2",6774,0.199,5425.974
"2016","2","males","50+","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2016.2",6774,0.199,1348.026
"2016","2","males","50+","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",18677,0.251,13989.073
"2016","2","males","50+","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2016.2",18677,0.251,4687.927
"2016","3","females","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2016.3",10838,0.03,325.14
"2016","3","females","16-19","Non-ACF","b) HIV-positive",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",34697,0.028,971.516
"2016","3","females","20-29","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.3",26138,0.073,24229.926
"2016","3","females","20-29","ACF","b) HIV-positive",9,"cpost-ACF","ACF.cpost-ACF","2016.3",26138,0.073,1908.074
"2016","3","females","20-29","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",60034,0.09,54630.94
"2016","3","females","20-29","Non-ACF","b) HIV-positive",6,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",60034,0.09,5403.06
"2016","3","females","30-39","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2016.3",23219,0.206,18435.886
"2016","3","females","30-39","ACF","b) HIV-positive",9,"cpost-ACF","ACF.cpost-ACF","2016.3",23219,0.206,4783.114
"2016","3","females","30-39","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",34535,0.212,27213.58
"2016","3","females","30-39","Non-ACF","b) HIV-positive",17,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",34535,0.212,7321.42
"2016","3","females","40-49","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2016.3",8274,0.356,5328.456
"2016","3","females","40-49","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2016.3",8274,0.356,2945.544
"2016","3","females","40-49","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",17642,0.325,11908.35
"2016","3","females","40-49","Non-ACF","b) HIV-positive",8,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",17642,0.325,5733.65
"2016","3","females","50+","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2016.3",7276,0.184,5937.216
"2016","3","females","50+","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2016.3",7276,0.184,1338.784
"2016","3","females","50+","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",13791,0.215,10825.935
"2016","3","females","50+","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",13791,0.215,2965.065
"2016","3","males","16-19","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.3",11833,0.022,11572.674
"2016","3","males","16-19","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",31311,0.019,30716.091
"2016","3","males","20-29","ACF","a) HIV-negative",10,"cpost-ACF","ACF.cpost-ACF","2016.3",26640,0.016,26213.76
"2016","3","males","20-29","ACF","b) HIV-positive",9,"cpost-ACF","ACF.cpost-ACF","2016.3",26640,0.016,426.24
"2016","3","males","20-29","Non-ACF","a) HIV-negative",14,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",55402,0.017,54460.166
"2016","3","males","20-29","Non-ACF","b) HIV-positive",12,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",55402,0.017,941.834
"2016","3","males","30-39","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2016.3",19209,0.111,
"2016","3","males","30-39","ACF","a) HIV-negative",12,"cpost-ACF","ACF.cpost-ACF","2016.3",19209,0.111,17076.801
"2016","3","males","30-39","ACF","b) HIV-positive",18,"cpost-ACF","ACF.cpost-ACF","2016.3",19209,0.111,2132.199
"2016","3","males","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",41824,0.145,
"2016","3","males","30-39","Non-ACF","a) HIV-negative",14,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",41824,0.145,35759.52
"2016","3","males","30-39","Non-ACF","b) HIV-positive",33,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",41824,0.145,6064.48
"2016","3","males","40-49","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.3",9221,0.248,6934.192
"2016","3","males","40-49","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2016.3",9221,0.248,2286.808
"2016","3","males","40-49","Non-ACF","a) HIV-negative",9,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",24982,0.24,18986.32
"2016","3","males","40-49","Non-ACF","b) HIV-positive",20,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",24982,0.24,5995.68
"2016","3","males","50+","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.3",6822,0.199,5464.422
"2016","3","males","50+","ACF","b) HIV-positive",7,"cpost-ACF","ACF.cpost-ACF","2016.3",6822,0.199,1357.578
"2016","3","males","50+","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",18807,0.251,14086.443
"2016","3","males","50+","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2016.3",18807,0.251,4720.557
"2016","4","females","16-19","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2016.4",10904,0.03,10576.88
"2016","4","females","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2016.4",10904,0.03,327.12
"2016","4","females","20-29","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2016.4",26176,0.073,
"2016","4","females","20-29","ACF","a) HIV-negative",7,"cpost-ACF","ACF.cpost-ACF","2016.4",26176,0.073,24265.152
"2016","4","females","20-29","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2016.4",26176,0.073,1910.848
"2016","4","females","20-29","Non-ACF","a) HIV-negative",7,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",60120,0.09,54709.2
"2016","4","females","20-29","Non-ACF","b) HIV-positive",11,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",60120,0.09,5410.8
"2016","4","females","30-39","ACF","a) HIV-negative",5,"cpost-ACF","ACF.cpost-ACF","2016.4",23470,0.206,18635.18
"2016","4","females","30-39","ACF","b) HIV-positive",15,"cpost-ACF","ACF.cpost-ACF","2016.4",23470,0.206,4834.82
"2016","4","females","30-39","Non-ACF",,3,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",34909,0.212,
"2016","4","females","30-39","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",34909,0.212,27508.292
"2016","4","females","30-39","Non-ACF","b) HIV-positive",12,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",34909,0.212,7400.708
"2016","4","females","40-49","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2016.4",8363,0.356,5385.772
"2016","4","females","40-49","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2016.4",8363,0.356,2977.228
"2016","4","females","40-49","Non-ACF","b) HIV-positive",4,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",17832,0.325,5795.4
"2016","4","females","50+","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.4",7346,0.184,5994.336
"2016","4","females","50+","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2016.4",7346,0.184,1351.664
"2016","4","females","50+","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",13923,0.215,10929.555
"2016","4","females","50+","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",13923,0.215,2993.445
"2016","4","males","16-19","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2016.4",11921,0.022,11658.738
"2016","4","males","16-19","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2016.4",11921,0.022,262.262
"2016","4","males","16-19","Non-ACF","a) HIV-negative",6,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",31542,0.019,30942.702
"2016","4","males","16-19","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",31542,0.019,599.298
"2016","4","males","20-29","ACF","a) HIV-negative",14,"cpost-ACF","ACF.cpost-ACF","2016.4",26660,0.016,26233.44
"2016","4","males","20-29","ACF","b) HIV-positive",8,"cpost-ACF","ACF.cpost-ACF","2016.4",26660,0.016,426.56
"2016","4","males","20-29","Non-ACF","a) HIV-negative",22,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",55444,0.017,54501.452
"2016","4","males","20-29","Non-ACF","b) HIV-positive",15,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",55444,0.017,942.548
"2016","4","males","30-39","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2016.4",19305,0.111,
"2016","4","males","30-39","ACF","a) HIV-negative",10,"cpost-ACF","ACF.cpost-ACF","2016.4",19305,0.111,17162.145
"2016","4","males","30-39","ACF","b) HIV-positive",16,"cpost-ACF","ACF.cpost-ACF","2016.4",19305,0.111,2142.855
"2016","4","males","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",42033,0.145,
"2016","4","males","30-39","Non-ACF","a) HIV-negative",14,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",42033,0.145,35938.215
"2016","4","males","30-39","Non-ACF","b) HIV-positive",27,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",42033,0.145,6094.785
"2016","4","males","40-49","ACF","b) HIV-positive",11,"cpost-ACF","ACF.cpost-ACF","2016.4",9334,0.248,2314.832
"2016","4","males","40-49","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",25287,0.24,
"2016","4","males","40-49","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",25287,0.24,19218.12
"2016","4","males","40-49","Non-ACF","b) HIV-positive",7,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",25287,0.24,6068.88
"2016","4","males","50+","ACF","a) HIV-negative",5,"cpost-ACF","ACF.cpost-ACF","2016.4",6869,0.199,5502.069
"2016","4","males","50+","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2016.4",6869,0.199,1366.931
"2016","4","males","50+","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",18937,0.251,14183.813
"2016","4","males","50+","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2016.4",18937,0.251,4753.187
"2017","1","females","16-19","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",35122,0.028,34138.584
"2017","1","females","20-29","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2017.1",26213,0.073,
"2017","1","females","20-29","ACF","a) HIV-negative",5,"cpost-ACF","ACF.cpost-ACF","2017.1",26213,0.073,24299.451
"2017","1","females","20-29","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2017.1",26213,0.073,1913.549
"2017","1","females","20-29","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",60206,0.09,
"2017","1","females","20-29","Non-ACF","a) HIV-negative",7,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",60206,0.09,54787.46
"2017","1","females","20-29","Non-ACF","b) HIV-positive",11,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",60206,0.09,5418.54
"2017","1","females","30-39","ACF","a) HIV-negative",4,"cpost-ACF","ACF.cpost-ACF","2017.1",23722,0.206,18835.268
"2017","1","females","30-39","ACF","b) HIV-positive",11,"cpost-ACF","ACF.cpost-ACF","2017.1",23722,0.206,4886.732
"2017","1","females","30-39","Non-ACF","a) HIV-negative",5,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",35282,0.212,27802.216
"2017","1","females","30-39","Non-ACF","b) HIV-positive",11,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",35282,0.212,7479.784
"2017","1","females","40-49","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2017.1",8452,0.356,3008.912
"2017","1","females","40-49","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",18021,0.325,5856.825
"2017","1","females","50+","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.1",7415,0.184,6050.64
"2017","1","females","50+","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",14055,0.215,11033.175
"2017","1","females","50+","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",14055,0.215,3021.825
"2017","1","males","16-19","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2017.1",12008,0.022,11743.824
"2017","1","males","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2017.1",12008,0.022,264.176
"2017","1","males","16-19","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",31774,0.019,31170.294
"2017","1","males","20-29","ACF","a) HIV-negative",13,"cpost-ACF","ACF.cpost-ACF","2017.1",26680,0.016,26253.12
"2017","1","males","20-29","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2017.1",26680,0.016,426.88
"2017","1","males","20-29","Non-ACF",,2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",55486,0.017,
"2017","1","males","20-29","Non-ACF","a) HIV-negative",22,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",55486,0.017,54542.738
"2017","1","males","20-29","Non-ACF","b) HIV-positive",12,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",55486,0.017,943.262
"2017","1","males","30-39","ACF",,2,"cpost-ACF","ACF.cpost-ACF","2017.1",19402,0.111,
"2017","1","males","30-39","ACF","a) HIV-negative",10,"cpost-ACF","ACF.cpost-ACF","2017.1",19402,0.111,17248.378
"2017","1","males","30-39","ACF","b) HIV-positive",24,"cpost-ACF","ACF.cpost-ACF","2017.1",19402,0.111,2153.622
"2017","1","males","30-39","Non-ACF","a) HIV-negative",10,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",42242,0.145,36116.91
"2017","1","males","30-39","Non-ACF","b) HIV-positive",21,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",42242,0.145,6125.09
"2017","1","males","40-49","ACF","a) HIV-negative",6,"cpost-ACF","ACF.cpost-ACF","2017.1",9446,0.248,7103.392
"2017","1","males","40-49","ACF","b) HIV-positive",11,"cpost-ACF","ACF.cpost-ACF","2017.1",9446,0.248,2342.608
"2017","1","males","40-49","Non-ACF","a) HIV-negative",4,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",25593,0.24,19450.68
"2017","1","males","40-49","Non-ACF","b) HIV-positive",16,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",25593,0.24,6142.32
"2017","1","males","50+","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2017.1",6916,0.199,5539.716
"2017","1","males","50+","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2017.1",6916,0.199,1376.284
"2017","1","males","50+","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",19068,0.251,14281.932
"2017","1","males","50+","Non-ACF","b) HIV-positive",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.1",19068,0.251,4786.068
"2017","2","females","16-19","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.2",11037,0.03,10705.89
"2017","2","females","16-19","ACF","b) HIV-positive",3,"cpost-ACF","ACF.cpost-ACF","2017.2",11037,0.03,331.11
"2017","2","females","16-19","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",35336,0.028,34346.592
"2017","2","females","16-19","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",35336,0.028,989.408
"2017","2","females","20-29","ACF","a) HIV-negative",2,"cpost-ACF","ACF.cpost-ACF","2017.2",26251,0.073,24334.677
"2017","2","females","20-29","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2017.2",26251,0.073,1916.323
"2017","2","females","20-29","Non-ACF","a) HIV-negative",7,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",60292,0.09,54865.72
"2017","2","females","20-29","Non-ACF","b) HIV-positive",12,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",60292,0.09,5426.28
"2017","2","females","30-39","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.2",23973,0.206,19034.562
"2017","2","females","30-39","ACF","b) HIV-positive",11,"cpost-ACF","ACF.cpost-ACF","2017.2",23973,0.206,4938.438
"2017","2","females","30-39","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",35655,0.212,28096.14
"2017","2","females","30-39","Non-ACF","b) HIV-positive",13,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",35655,0.212,7558.86
"2017","2","females","40-49","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.2",8541,0.356,5500.404
"2017","2","females","40-49","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2017.2",8541,0.356,3040.596
"2017","2","females","40-49","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",18210,0.325,12291.75
"2017","2","females","40-49","Non-ACF","b) HIV-positive",6,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",18210,0.325,5918.25
"2017","2","females","50+","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.2",7484,0.184,6106.944
"2017","2","females","50+","Non-ACF","a) HIV-negative",5,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",14186,0.215,11136.01
"2017","2","females","50+","Non-ACF","b) HIV-positive",3,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",14186,0.215,3049.99
"2017","2","males","16-19","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",32006,0.019,31397.886
"2017","2","males","16-19","Non-ACF","b) HIV-positive",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",32006,0.019,608.114
"2017","2","males","20-29","ACF","a) HIV-negative",10,"cpost-ACF","ACF.cpost-ACF","2017.2",26700,0.016,26272.8
"2017","2","males","20-29","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2017.2",26700,0.016,427.2
"2017","2","males","20-29","Non-ACF","a) HIV-negative",20,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",55528,0.017,54584.024
"2017","2","males","20-29","Non-ACF","b) HIV-positive",13,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",55528,0.017,943.976
"2017","2","males","30-39","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2017.2",19498,0.111,
"2017","2","males","30-39","ACF","a) HIV-negative",7,"cpost-ACF","ACF.cpost-ACF","2017.2",19498,0.111,17333.722
"2017","2","males","30-39","ACF","b) HIV-positive",12,"cpost-ACF","ACF.cpost-ACF","2017.2",19498,0.111,2164.278
"2017","2","males","30-39","Non-ACF",,1,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",42451,0.145,
"2017","2","males","30-39","Non-ACF","a) HIV-negative",10,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",42451,0.145,36295.605
"2017","2","males","30-39","Non-ACF","b) HIV-positive",23,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",42451,0.145,6155.395
"2017","2","males","40-49","ACF",,1,"cpost-ACF","ACF.cpost-ACF","2017.2",9559,0.248,
"2017","2","males","40-49","ACF","a) HIV-negative",5,"cpost-ACF","ACF.cpost-ACF","2017.2",9559,0.248,7188.368
"2017","2","males","40-49","ACF","b) HIV-positive",13,"cpost-ACF","ACF.cpost-ACF","2017.2",9559,0.248,2370.632
"2017","2","males","40-49","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",25898,0.24,19682.48
"2017","2","males","40-49","Non-ACF","b) HIV-positive",15,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",25898,0.24,6215.52
"2017","2","males","50+","ACF","b) HIV-positive",2,"cpost-ACF","ACF.cpost-ACF","2017.2",6964,0.199,1385.836
"2017","2","males","50+","Non-ACF","a) HIV-negative",5,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",19198,0.251,14379.302
"2017","2","males","50+","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2017.2",19198,0.251,4818.698
"2017","3","females","16-19","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.3",11104,0.03,10770.88
"2017","3","females","16-19","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",35548,0.028,34552.656
"2017","3","females","16-19","Non-ACF","b) HIV-positive",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",35548,0.028,995.344
"2017","3","females","20-29","ACF","a) HIV-negative",5,"cpost-ACF","ACF.cpost-ACF","2017.3",26288,0.073,24368.976
"2017","3","females","20-29","ACF","b) HIV-positive",5,"cpost-ACF","ACF.cpost-ACF","2017.3",26288,0.073,1919.024
"2017","3","females","20-29","Non-ACF","a) HIV-negative",3,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",60378,0.09,54943.98
"2017","3","females","20-29","Non-ACF","b) HIV-positive",6,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",60378,0.09,5434.02
"2017","3","females","30-39","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.3",24224,0.206,19233.856
"2017","3","females","30-39","ACF","b) HIV-positive",11,"cpost-ACF","ACF.cpost-ACF","2017.3",24224,0.206,4990.144
"2017","3","females","30-39","Non-ACF","a) HIV-negative",2,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",36030,0.212,28391.64
"2017","3","females","30-39","Non-ACF","b) HIV-positive",18,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",36030,0.212,7638.36
"2017","3","females","40-49","ACF","b) HIV-positive",6,"cpost-ACF","ACF.cpost-ACF","2017.3",8630,0.356,3072.28
"2017","3","females","40-49","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",18399,0.325,12419.325
"2017","3","females","40-49","Non-ACF","b) HIV-positive",5,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",18399,0.325,5979.675
"2017","3","females","50+","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.3",7553,0.184,6163.248
"2017","3","females","50+","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2017.3",7553,0.184,1389.752
"2017","3","females","50+","Non-ACF","a) HIV-negative",1,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",14317,0.215,11238.845
"2017","3","females","50+","Non-ACF","b) HIV-positive",7,"cpost-ACF","Non-ACF.cpost-ACF","2017.3",14317,0.215,3078.155
"2017","3","males","16-19","ACF","a) HIV-negative",1,"cpost-ACF","ACF.cpost-ACF","2017.3",12184,0.022,11915.952
"2017","3","males","16-19","ACF","b) HIV-positive",1,"cpost-ACF","ACF.cpost-ACF","2017.3",12184,0.022,268.048
