year,quarter,sex,age,acf,population,hiv,n,hiv_prev,hivpop,period,acfperiod
2014,4,males,50+,ACF,6491,b) HIV-positive,2,0.174,1129.434,cpost-ACF,ACF.cpost-ACF
2015,1,males,50+,ACF,6539,a) HIV-negative,3,0.174,5401.214,cpost-ACF,ACF.cpost-ACF
2015,1,males,50+,ACF,6539,b) HIV-positive,4,0.174,1137.786,cpost-ACF,ACF.cpost-ACF
2015,2,males,50+,ACF,6586,,1,0.174,,cpost-ACF,ACF.cpost-ACF
2015,2,males,50+,ACF,6586,a) HIV-negative,2,0.174,5440.036,cpost-ACF,ACF.cpost-ACF
2015,2,males,50+,ACF,6586,b) HIV-positive,3,0.174,1145.964,cpost-ACF,ACF.cpost-ACF
2015,3,males,50+,ACF,6633,,1,0.174,,cpost-ACF,ACF.cpost-ACF
2015,3,males,50+,ACF,6633,a) HIV-negative,1,0.174,5478.858,cpost-ACF,ACF.cpost-ACF
2015,3,males,50+,ACF,6633,b) HIV-positive,3,0.174,1154.142,cpost-ACF,ACF.cpost-ACF
2015,4,males,50+,ACF,6680,a) HIV-negative,1,0.174,5517.68,cpost-ACF,ACF.cpost-ACF
2015,4,males,50+,ACF,6680,b) HIV-positive,2,0.174,1162.32,cpost-ACF,ACF.cpost-ACF
2016,1,males,50+,ACF,6727,b) HIV-positive,2,0.174,1170.498,cpost-ACF,ACF.cpost-ACF
2016,2,males,50+,ACF,6774,a) HIV-negative,3,0.174,5595.324,cpost-ACF,ACF.cpost-ACF
2016,2,males,50+,ACF,6774,b) HIV-positive,5,0.174,1178.676,cpost-ACF,ACF.cpost-ACF
2016,3,males,50+,ACF,6822,a) HIV-negative,2,0.174,5634.972,cpost-ACF,ACF.cpost-ACF
2016,3,males,50+,ACF,6822,b) HIV-positive,7,0.174,1187.028,cpost-ACF,ACF.cpost-ACF
2016,4,males,50+,ACF,6869,a) HIV-negative,5,0.174,5673.794,cpost-ACF,ACF.cpost-ACF
2016,4,males,50+,ACF,6869,b) HIV-positive,5,0.174,1195.206,cpost-ACF,ACF.cpost-ACF
2017,1,males,50+,ACF,6916,a) HIV-negative,2,0.174,5712.616,cpost-ACF,ACF.cpost-ACF
2017,1,males,50+,ACF,6916,b) HIV-positive,3,0.174,1203.384,cpost-ACF,ACF.cpost-ACF
2017,2,males,50+,ACF,6964,b) HIV-positive,2,0.174,1211.736,cpost-ACF,ACF.cpost-ACF
2017,3,males,50+,ACF,7010,a) HIV-negative,5,0.174,5790.26,cpost-ACF,ACF.cpost-ACF
2017,4,males,50+,ACF,7058,b) HIV-positive,3,0.174,1228.092,cpost-ACF,ACF.cpost-ACF
2018,1,males,50+,ACF,7105,b) HIV-positive,4,0.174,1236.27,cpost-ACF,ACF.cpost-ACF
2018,2,males,50+,ACF,7152,a) HIV-negative,4,0.174,5907.552,cpost-ACF,ACF.cpost-ACF
2018,2,males,50+,ACF,7152,b) HIV-positive,2,0.174,1244.448,cpost-ACF,ACF.cpost-ACF
2018,3,males,50+,ACF,7198,,1,0.174,,cpost-ACF,ACF.cpost-ACF
2018,3,males,50+,ACF,7198,a) HIV-negative,4,0.174,5945.548,cpost-ACF,ACF.cpost-ACF
2018,3,males,50+,ACF,7198,b) HIV-positive,4,0.174,1252.452,cpost-ACF,ACF.cpost-ACF
2018,4,males,50+,ACF,7245,a) HIV-negative,3,0.174,5984.37,cpost-ACF,ACF.cpost-ACF
2009,1,females,16-19,Non-ACF,28311,a) HIV-negative,1,0.032,27405.048,apre-ACF,Non-ACF.apre-ACF
2009,1,females,16-19,Non-ACF,28311,b) HIV-positive,1,0.032,905.952,apre-ACF,Non-ACF.apre-ACF
2009,2,females,16-19,Non-ACF,28524,a) HIV-negative,1,0.032,27611.232,apre-ACF,Non-ACF.apre-ACF
2009,3,females,16-19,Non-ACF,28737,a) HIV-negative,2,0.032,27817.416,apre-ACF,Non-ACF.apre-ACF
2009,3,females,16-19,Non-ACF,28737,b) HIV-positive,1,0.032,919.584,apre-ACF,Non-ACF.apre-ACF
2009,4,females,16-19,Non-ACF,28950,,1,0.032,,apre-ACF,Non-ACF.apre-ACF
2009,4,females,16-19,Non-ACF,28950,a) HIV-negative,1,0.032,28023.6,apre-ACF,Non-ACF.apre-ACF
2010,1,females,16-19,Non-ACF,29162,a) HIV-negative,3,0.032,28228.816,apre-ACF,Non-ACF.apre-ACF
2010,1,females,16-19,Non-ACF,29162,b) HIV-positive,1,0.032,933.184,apre-ACF,Non-ACF.apre-ACF
2010,2,females,16-19,Non-ACF,29376,,3,0.032,,apre-ACF,Non-ACF.apre-ACF
2010,2,females,16-19,Non-ACF,29376,a) HIV-negative,1,0.032,28435.968,apre-ACF,Non-ACF.apre-ACF
2010,3,females,16-19,Non-ACF,29588,,4,0.032,,apre-ACF,Non-ACF.apre-ACF
2010,3,females,16-19,Non-ACF,29588,b) HIV-positive,1,0.032,946.816,apre-ACF,Non-ACF.apre-ACF
2010,4,females,16-19,Non-ACF,29801,a) HIV-negative,1,0.032,28847.368,apre-ACF,Non-ACF.apre-ACF
2010,4,females,16-19,Non-ACF,29801,b) HIV-positive,2,0.032,953.632,apre-ACF,Non-ACF.apre-ACF
2011,1,females,16-19,Non-ACF,30014,a) HIV-negative,3,0.032,29053.552,apre-ACF,Non-ACF.apre-ACF
2011,2,females,16-19,Non-ACF,30227,,1,0.032,,bACF,Non-ACF.bACF
2011,2,females,16-19,Non-ACF,30227,a) HIV-negative,2,0.032,29259.736,bACF,Non-ACF.bACF
2011,2,females,16-19,Non-ACF,30227,b) HIV-positive,1,0.032,967.264,bACF,Non-ACF.bACF
2011,3,females,16-19,Non-ACF,30440,,,0.032,,bACF,Non-ACF.bACF
2011,4,females,16-19,Non-ACF,30653,b) HIV-positive,2,0.032,980.896,bACF,Non-ACF.bACF
2012,1,females,16-19,Non-ACF,30865,,1,0.032,,bACF,Non-ACF.bACF
2012,2,females,16-19,Non-ACF,31079,a) HIV-negative,1,0.032,30084.472,bACF,Non-ACF.bACF
2012,2,females,16-19,Non-ACF,31079,b) HIV-positive,3,0.032,994.528,bACF,Non-ACF.bACF
2012,3,females,16-19,Non-ACF,31291,a) HIV-negative,2,0.032,30289.688,bACF,Non-ACF.bACF
2012,4,females,16-19,Non-ACF,31504,,1,0.032,,bACF,Non-ACF.bACF
2012,4,females,16-19,Non-ACF,31504,a) HIV-negative,3,0.032,30495.872,bACF,Non-ACF.bACF
2012,4,females,16-19,Non-ACF,31504,b) HIV-positive,1,0.032,1008.128,bACF,Non-ACF.bACF
2013,1,females,16-19,Non-ACF,31717,a) HIV-negative,3,0.032,30702.056,bACF,Non-ACF.bACF
2013,1,females,16-19,Non-ACF,31717,b) HIV-positive,3,0.032,1014.944,bACF,Non-ACF.bACF
2013,2,females,16-19,Non-ACF,31930,,2,0.032,,bACF,Non-ACF.bACF
2013,2,females,16-19,Non-ACF,31930,a) HIV-negative,2,0.032,30908.24,bACF,Non-ACF.bACF
2013,3,females,16-19,Non-ACF,32142,a) HIV-negative,3,0.032,31113.456,bACF,Non-ACF.bACF
2013,4,females,16-19,Non-ACF,32356,a) HIV-negative,2,0.032,31320.608,bACF,Non-ACF.bACF
2013,4,females,16-19,Non-ACF,32356,b) HIV-positive,1,0.032,1035.392,bACF,Non-ACF.bACF
2014,1,females,16-19,Non-ACF,32568,,1,0.032,,bACF,Non-ACF.bACF
2014,1,females,16-19,Non-ACF,32568,a) HIV-negative,2,0.032,31525.824,bACF,Non-ACF.bACF
2014,1,females,16-19,Non-ACF,32568,b) HIV-positive,1,0.032,1042.176,bACF,Non-ACF.bACF
2014,2,females,16-19,Non-ACF,32781,,1,0.032,,bACF,Non-ACF.bACF
2014,2,females,16-19,Non-ACF,32781,a) HIV-negative,2,0.032,31732.008,bACF,Non-ACF.bACF
2014,3,females,16-19,Non-ACF,32994,a) HIV-negative,2,0.032,31938.192,bACF,Non-ACF.bACF
2014,3,females,16-19,Non-ACF,32994,b) HIV-positive,3,0.032,1055.808,bACF,Non-ACF.bACF
2014,4,females,16-19,Non-ACF,33207,a) HIV-negative,1,0.032,32144.376,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,16-19,Non-ACF,33207,b) HIV-positive,2,0.032,1062.624,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,16-19,Non-ACF,33419,a) HIV-negative,3,0.032,32349.592,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,16-19,Non-ACF,33419,b) HIV-positive,2,0.032,1069.408,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,16-19,Non-ACF,33633,a) HIV-negative,1,0.032,32556.744,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,16-19,Non-ACF,33633,b) HIV-positive,3,0.032,1076.256,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,16-19,Non-ACF,33845,a) HIV-negative,1,0.032,32761.96,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,16-19,Non-ACF,33845,b) HIV-positive,1,0.032,1083.04,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,16-19,Non-ACF,34058,a) HIV-negative,4,0.032,32968.144,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,16-19,Non-ACF,34058,b) HIV-positive,2,0.032,1089.856,cpost-ACF,Non-ACF.cpost-ACF
2016,1,females,16-19,Non-ACF,34271,a) HIV-negative,3,0.032,33174.328,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,16-19,Non-ACF,34484,a) HIV-negative,2,0.032,33380.512,cpost-ACF,Non-ACF.cpost-ACF
2016,2,females,16-19,Non-ACF,34484,b) HIV-positive,1,0.032,1103.488,cpost-ACF,Non-ACF.cpost-ACF
2016,3,females,16-19,Non-ACF,34697,b) HIV-positive,1,0.032,1110.304,cpost-ACF,Non-ACF.cpost-ACF
2016,4,females,16-19,Non-ACF,34910,,,0.032,,cpost-ACF,Non-ACF.cpost-ACF
2017,1,females,16-19,Non-ACF,35122,a) HIV-negative,2,0.032,33998.096,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,16-19,Non-ACF,35336,a) HIV-negative,1,0.032,34205.248,cpost-ACF,Non-ACF.cpost-ACF
2017,2,females,16-19,Non-ACF,35336,b) HIV-positive,2,0.032,1130.752,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,16-19,Non-ACF,35548,a) HIV-negative,2,0.032,34410.464,cpost-ACF,Non-ACF.cpost-ACF
2017,3,females,16-19,Non-ACF,35548,b) HIV-positive,2,0.032,1137.536,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,16-19,Non-ACF,35761,a) HIV-negative,2,0.032,34616.648,cpost-ACF,Non-ACF.cpost-ACF
2017,4,females,16-19,Non-ACF,35761,b) HIV-positive,1,0.032,1144.352,cpost-ACF,Non-ACF.cpost-ACF
2018,1,females,16-19,Non-ACF,35974,a) HIV-negative,1,0.032,34822.832,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,16-19,Non-ACF,36187,a) HIV-negative,1,0.032,35029.016,cpost-ACF,Non-ACF.cpost-ACF
2018,2,females,16-19,Non-ACF,36187,b) HIV-positive,1,0.032,1157.984,cpost-ACF,Non-ACF.cpost-ACF
2018,3,females,16-19,Non-ACF,36395,b) HIV-positive,1,0.032,1164.64,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,16-19,Non-ACF,36604,a) HIV-negative,1,0.032,35432.672,cpost-ACF,Non-ACF.cpost-ACF
2018,4,females,16-19,Non-ACF,36604,b) HIV-positive,1,0.032,1171.328,cpost-ACF,Non-ACF.cpost-ACF
2009,1,males,16-19,Non-ACF,24354,a) HIV-negative,2,0.019,23891.274,apre-ACF,Non-ACF.apre-ACF
2009,2,males,16-19,Non-ACF,24586,,2,0.019,,apre-ACF,Non-ACF.apre-ACF
2009,2,males,16-19,Non-ACF,24586,a) HIV-negative,1,0.019,24118.866,apre-ACF,Non-ACF.apre-ACF
2009,3,males,16-19,Non-ACF,24818,,1,0.019,,apre-ACF,Non-ACF.apre-ACF
2009,3,males,16-19,Non-ACF,24818,a) HIV-negative,2,0.019,24346.458,apre-ACF,Non-ACF.apre-ACF
2009,3,males,16-19,Non-ACF,24818,b) HIV-positive,1,0.019,471.542,apre-ACF,Non-ACF.apre-ACF
2009,4,males,16-19,Non-ACF,25050,a) HIV-negative,3,0.019,24574.05,apre-ACF,Non-ACF.apre-ACF
2010,1,males,16-19,Non-ACF,25281,a) HIV-negative,1,0.019,24800.661,apre-ACF,Non-ACF.apre-ACF
2010,2,males,16-19,Non-ACF,25514,,,0.019,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,16-19,Non-ACF,25746,,2,0.019,,apre-ACF,Non-ACF.apre-ACF
2010,3,males,16-19,Non-ACF,25746,a) HIV-negative,4,0.019,25256.826,apre-ACF,Non-ACF.apre-ACF
2010,4,males,16-19,Non-ACF,25977,b) HIV-positive,3,0.019,493.563,apre-ACF,Non-ACF.apre-ACF
2011,1,males,16-19,Non-ACF,26209,,1,0.019,,apre-ACF,Non-ACF.apre-ACF
2011,2,males,16-19,Non-ACF,26441,,2,0.019,,bACF,Non-ACF.bACF
2011,2,males,16-19,Non-ACF,26441,a) HIV-negative,3,0.019,25938.621,bACF,Non-ACF.bACF
2011,2,males,16-19,Non-ACF,26441,b) HIV-positive,1,0.019,502.379,bACF,Non-ACF.bACF
2011,3,males,16-19,Non-ACF,26673,,1,0.019,,bACF,Non-ACF.bACF
2011,3,males,16-19,Non-ACF,26673,a) HIV-negative,3,0.019,26166.213,bACF,Non-ACF.bACF
2011,3,males,16-19,Non-ACF,26673,b) HIV-positive,1,0.019,506.787,bACF,Non-ACF.bACF
2011,4,males,16-19,Non-ACF,26905,a) HIV-negative,1,0.019,26393.805,bACF,Non-ACF.bACF
2011,4,males,16-19,Non-ACF,26905,b) HIV-positive,1,0.019,511.195,bACF,Non-ACF.bACF
2012,1,males,16-19,Non-ACF,27136,a) HIV-negative,1,0.019,26620.416,bACF,Non-ACF.bACF
2012,1,males,16-19,Non-ACF,27136,b) HIV-positive,3,0.019,515.584,bACF,Non-ACF.bACF
2012,2,males,16-19,Non-ACF,27369,,,0.019,,bACF,Non-ACF.bACF
2012,3,males,16-19,Non-ACF,27601,,2,0.019,,bACF,Non-ACF.bACF
2012,3,males,16-19,Non-ACF,27601,a) HIV-negative,2,0.019,27076.581,bACF,Non-ACF.bACF
2012,3,males,16-19,Non-ACF,27601,b) HIV-positive,1,0.019,524.419,bACF,Non-ACF.bACF
2012,4,males,16-19,Non-ACF,27832,a) HIV-negative,2,0.019,27303.192,bACF,Non-ACF.bACF
2012,4,males,16-19,Non-ACF,27832,b) HIV-positive,2,0.019,528.808,bACF,Non-ACF.bACF
2013,1,males,16-19,Non-ACF,28064,,1,0.019,,bACF,Non-ACF.bACF
2013,1,males,16-19,Non-ACF,28064,a) HIV-negative,2,0.019,27530.784,bACF,Non-ACF.bACF
2013,2,males,16-19,Non-ACF,28296,b) HIV-positive,1,0.019,537.624,bACF,Non-ACF.bACF
2013,3,males,16-19,Non-ACF,28528,,1,0.019,,bACF,Non-ACF.bACF
2013,3,males,16-19,Non-ACF,28528,b) HIV-positive,2,0.019,542.032,bACF,Non-ACF.bACF
2013,4,males,16-19,Non-ACF,28760,,5,0.019,,bACF,Non-ACF.bACF
2013,4,males,16-19,Non-ACF,28760,a) HIV-negative,1,0.019,28213.56,bACF,Non-ACF.bACF
2013,4,males,16-19,Non-ACF,28760,b) HIV-positive,1,0.019,546.44,bACF,Non-ACF.bACF
2014,1,males,16-19,Non-ACF,28991,a) HIV-negative,3,0.019,28440.171,bACF,Non-ACF.bACF
2014,1,males,16-19,Non-ACF,28991,b) HIV-positive,2,0.019,550.829,bACF,Non-ACF.bACF
2014,2,males,16-19,Non-ACF,29224,a) HIV-negative,2,0.019,28668.744,bACF,Non-ACF.bACF
2014,3,males,16-19,Non-ACF,29456,,,0.019,,bACF,Non-ACF.bACF
2014,4,males,16-19,Non-ACF,29687,,1,0.019,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,males,16-19,Non-ACF,29687,a) HIV-negative,1,0.019,29122.947,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,16-19,Non-ACF,29919,,1,0.019,,cpost-ACF,Non-ACF.cpost-ACF
2015,1,males,16-19,Non-ACF,29919,b) HIV-positive,1,0.019,568.461,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,16-19,Non-ACF,30151,a) HIV-negative,3,0.019,29578.131,cpost-ACF,Non-ACF.cpost-ACF
2015,2,males,16-19,Non-ACF,30151,b) HIV-positive,1,0.019,572.869,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,16-19,Non-ACF,30383,,1,0.019,,cpost-ACF,Non-ACF.cpost-ACF
2015,3,males,16-19,Non-ACF,30383,a) HIV-negative,4,0.019,29805.723,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,16-19,Non-ACF,30615,a) HIV-negative,3,0.019,30033.315,cpost-ACF,Non-ACF.cpost-ACF
2015,4,males,16-19,Non-ACF,30615,b) HIV-positive,2,0.019,581.685,cpost-ACF,Non-ACF.cpost-ACF
2016,1,males,16-19,Non-ACF,30846,a) HIV-negative,1,0.019,30259.926,cpost-ACF,Non-ACF.cpost-ACF
2016,2,males,16-19,Non-ACF,31079,a) HIV-negative,1,0.019,30488.499,cpost-ACF,Non-ACF.cpost-ACF
2016,3,males,16-19,Non-ACF,31311,a) HIV-negative,1,0.019,30716.091,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,16-19,Non-ACF,31542,a) HIV-negative,6,0.019,30942.702,cpost-ACF,Non-ACF.cpost-ACF
2016,4,males,16-19,Non-ACF,31542,b) HIV-positive,3,0.019,599.298,cpost-ACF,Non-ACF.cpost-ACF
2017,1,males,16-19,Non-ACF,31774,a) HIV-negative,1,0.019,31170.294,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,16-19,Non-ACF,32006,a) HIV-negative,3,0.019,31397.886,cpost-ACF,Non-ACF.cpost-ACF
2017,2,males,16-19,Non-ACF,32006,b) HIV-positive,1,0.019,608.114,cpost-ACF,Non-ACF.cpost-ACF
2017,3,males,16-19,Non-ACF,32238,a) HIV-negative,3,0.019,31625.478,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,16-19,Non-ACF,32470,a) HIV-negative,1,0.019,31853.07,cpost-ACF,Non-ACF.cpost-ACF
2017,4,males,16-19,Non-ACF,32470,b) HIV-positive,1,0.019,616.93,cpost-ACF,Non-ACF.cpost-ACF
2018,1,males,16-19,Non-ACF,32701,b) HIV-positive,1,0.019,621.319,cpost-ACF,Non-ACF.cpost-ACF
2018,2,males,16-19,Non-ACF,32934,a) HIV-negative,2,0.019,32308.254,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,16-19,Non-ACF,33160,a) HIV-negative,1,0.019,32529.96,cpost-ACF,Non-ACF.cpost-ACF
2018,3,males,16-19,Non-ACF,33160,b) HIV-positive,1,0.019,630.04,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,16-19,Non-ACF,33388,a) HIV-negative,1,0.019,32753.628,cpost-ACF,Non-ACF.cpost-ACF
2018,4,males,16-19,Non-ACF,33388,b) HIV-positive,1,0.019,634.372,cpost-ACF,Non-ACF.cpost-ACF
2009,1,females,20-29,Non-ACF,57454,,3,0.1,,apre-ACF,Non-ACF.apre-ACF
2009,1,females,20-29,Non-ACF,57454,a) HIV-negative,1,0.1,51708.6,apre-ACF,Non-ACF.apre-ACF
2009,1,females,20-29,Non-ACF,57454,b) HIV-positive,16,0.1,5745.4,apre-ACF,Non-ACF.apre-ACF
2009,2,females,20-29,Non-ACF,57540,,1,0.1,,apre-ACF,Non-ACF.apre-ACF
2009,2,females,20-29,Non-ACF,57540,a) HIV-negative,6,0.1,51786,apre-ACF,Non-ACF.apre-ACF
2009,2,females,20-29,Non-ACF,57540,b) HIV-positive,8,0.1,5754,apre-ACF,Non-ACF.apre-ACF
2009,3,females,20-29,Non-ACF,57626,,4,0.1,,apre-ACF,Non-ACF.apre-ACF
2009,3,females,20-29,Non-ACF,57626,a) HIV-negative,9,0.1,51863.4,apre-ACF,Non-ACF.apre-ACF
2009,3,females,20-29,Non-ACF,57626,b) HIV-positive,20,0.1,5762.6,apre-ACF,Non-ACF.apre-ACF
2009,4,females,20-29,Non-ACF,57712,,1,0.1,,apre-ACF,Non-ACF.apre-ACF
2009,4,females,20-29,Non-ACF,57712,a) HIV-negative,25,0.1,51940.8,apre-ACF,Non-ACF.apre-ACF
2009,4,females,20-29,Non-ACF,57712,b) HIV-positive,16,0.1,5771.2,apre-ACF,Non-ACF.apre-ACF
2010,1,females,20-29,Non-ACF,57798,,10,0.1,,apre-ACF,Non-ACF.apre-ACF
2010,1,females,20-29,Non-ACF,57798,a) HIV-negative,7,0.1,52018.2,apre-ACF,Non-ACF.apre-ACF
2010,1,females,20-29,Non-ACF,57798,b) HIV-positive,11,0.1,5779.8,apre-ACF,Non-ACF.apre-ACF
2010,2,females,20-29,Non-ACF,57884,,3,0.1,,apre-ACF,Non-ACF.apre-ACF
2010,2,females,20-29,Non-ACF,57884,a) HIV-negative,10,0.1,52095.6,apre-ACF,Non-ACF.apre-ACF
2010,2,females,20-29,Non-ACF,57884,b) HIV-positive,13,0.1,5788.4,apre-ACF,Non-ACF.apre-ACF
2010,3,females,20-29,Non-ACF,57970,,7,0.1,,apre-ACF,Non-ACF.apre-ACF
2010,3,females,20-29,Non-ACF,57970,a) HIV-negative,5,0.1,52173,apre-ACF,Non-ACF.apre-ACF
2010,3,females,20-29,Non-ACF,57970,b) HIV-positive,11,0.1,5797,apre-ACF,Non-ACF.apre-ACF
2010,4,females,20-29,Non-ACF,58057,,3,0.1,,apre-ACF,Non-ACF.apre-ACF
2010,4,females,20-29,Non-ACF,58057,a) HIV-negative,1,0.1,52251.3,apre-ACF,Non-ACF.apre-ACF
2010,4,females,20-29,Non-ACF,58057,b) HIV-positive,7,0.1,5805.7,apre-ACF,Non-ACF.apre-ACF
2011,1,females,20-29,Non-ACF,58142,,3,0.1,,apre-ACF,Non-ACF.apre-ACF
2011,1,females,20-29,Non-ACF,58142,a) HIV-negative,3,0.1,52327.8,apre-ACF,Non-ACF.apre-ACF
2011,1,females,20-29,Non-ACF,58142,b) HIV-positive,6,0.1,5814.2,apre-ACF,Non-ACF.apre-ACF
2011,2,females,20-29,Non-ACF,58228,,3,0.1,,bACF,Non-ACF.bACF
2011,2,females,20-29,Non-ACF,58228,a) HIV-negative,5,0.1,52405.2,bACF,Non-ACF.bACF
2011,2,females,20-29,Non-ACF,58228,b) HIV-positive,10,0.1,5822.8,bACF,Non-ACF.bACF
2011,3,females,20-29,Non-ACF,58314,,1,0.1,,bACF,Non-ACF.bACF
2011,3,females,20-29,Non-ACF,58314,a) HIV-negative,14,0.1,52482.6,bACF,Non-ACF.bACF
2011,3,females,20-29,Non-ACF,58314,b) HIV-positive,10,0.1,5831.4,bACF,Non-ACF.bACF
2011,4,females,20-29,Non-ACF,58400,,3,0.1,,bACF,Non-ACF.bACF
2011,4,females,20-29,Non-ACF,58400,a) HIV-negative,3,0.1,52560,bACF,Non-ACF.bACF
2011,4,females,20-29,Non-ACF,58400,b) HIV-positive,3,0.1,5840,bACF,Non-ACF.bACF
2012,1,females,20-29,Non-ACF,58486,,1,0.1,,bACF,Non-ACF.bACF
2012,1,females,20-29,Non-ACF,58486,a) HIV-negative,13,0.1,52637.4,bACF,Non-ACF.bACF
2012,1,females,20-29,Non-ACF,58486,b) HIV-positive,11,0.1,5848.6,bACF,Non-ACF.bACF
2012,2,females,20-29,Non-ACF,58572,,2,0.1,,bACF,Non-ACF.bACF
2012,2,females,20-29,Non-ACF,58572,a) HIV-negative,1,0.1,52714.8,bACF,Non-ACF.bACF
2012,2,females,20-29,Non-ACF,58572,b) HIV-positive,20,0.1,5857.2,bACF,Non-ACF.bACF
2012,3,females,20-29,Non-ACF,58658,a) HIV-negative,9,0.1,52792.2,bACF,Non-ACF.bACF
2012,3,females,20-29,Non-ACF,58658,b) HIV-positive,11,0.1,5865.8,bACF,Non-ACF.bACF
2012,4,females,20-29,Non-ACF,58744,,1,0.1,,bACF,Non-ACF.bACF
2012,4,females,20-29,Non-ACF,58744,a) HIV-negative,1,0.1,52869.6,bACF,Non-ACF.bACF
2012,4,females,20-29,Non-ACF,58744,b) HIV-positive,16,0.1,5874.4,bACF,Non-ACF.bACF
2013,1,females,20-29,Non-ACF,58830,,4,0.1,,bACF,Non-ACF.bACF
2013,1,females,20-29,Non-ACF,58830,a) HIV-negative,9,0.1,52947,bACF,Non-ACF.bACF
2013,1,females,20-29,Non-ACF,58830,b) HIV-positive,13,0.1,5883,bACF,Non-ACF.bACF
2013,2,females,20-29,Non-ACF,58916,,2,0.1,,bACF,Non-ACF.bACF
2013,2,females,20-29,Non-ACF,58916,a) HIV-negative,5,0.1,53024.4,bACF,Non-ACF.bACF
2013,2,females,20-29,Non-ACF,58916,b) HIV-positive,11,0.1,5891.6,bACF,Non-ACF.bACF
2013,3,females,20-29,Non-ACF,59002,,2,0.1,,bACF,Non-ACF.bACF
2013,3,females,20-29,Non-ACF,59002,a) HIV-negative,6,0.1,53101.8,bACF,Non-ACF.bACF
2013,3,females,20-29,Non-ACF,59002,b) HIV-positive,13,0.1,5900.2,bACF,Non-ACF.bACF
2013,4,females,20-29,Non-ACF,59088,,2,0.1,,bACF,Non-ACF.bACF
2013,4,females,20-29,Non-ACF,59088,a) HIV-negative,6,0.1,53179.2,bACF,Non-ACF.bACF
2013,4,females,20-29,Non-ACF,59088,b) HIV-positive,8,0.1,5908.8,bACF,Non-ACF.bACF
2014,1,females,20-29,Non-ACF,59174,a) HIV-negative,6,0.1,53256.6,bACF,Non-ACF.bACF
2014,1,females,20-29,Non-ACF,59174,b) HIV-positive,8,0.1,5917.4,bACF,Non-ACF.bACF
2014,2,females,20-29,Non-ACF,59260,,3,0.1,,bACF,Non-ACF.bACF
2014,2,females,20-29,Non-ACF,59260,a) HIV-negative,3,0.1,53334,bACF,Non-ACF.bACF
2014,2,females,20-29,Non-ACF,59260,b) HIV-positive,9,0.1,5926,bACF,Non-ACF.bACF
2014,3,females,20-29,Non-ACF,59345,,2,0.1,,bACF,Non-ACF.bACF
2014,3,females,20-29,Non-ACF,59345,a) HIV-negative,7,0.1,53410.5,bACF,Non-ACF.bACF
2014,3,females,20-29,Non-ACF,59345,b) HIV-positive,9,0.1,5934.5,bACF,Non-ACF.bACF
2014,4,females,20-29,Non-ACF,59432,,2,0.1,,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,20-29,Non-ACF,59432,a) HIV-negative,5,0.1,53488.8,cpost-ACF,Non-ACF.cpost-ACF
2014,4,females,20-29,Non-ACF,59432,b) HIV-positive,16,0.1,5943.2,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,20-29,Non-ACF,59518,a) HIV-negative,8,0.1,53566.2,cpost-ACF,Non-ACF.cpost-ACF
2015,1,females,20-29,Non-ACF,59518,b) HIV-positive,13,0.1,5951.8,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,20-29,Non-ACF,59603,a) HIV-negative,3,0.1,53642.7,cpost-ACF,Non-ACF.cpost-ACF
2015,2,females,20-29,Non-ACF,59603,b) HIV-positive,13,0.1,5960.3,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,20-29,Non-ACF,59690,a) HIV-negative,2,0.1,53721,cpost-ACF,Non-ACF.cpost-ACF
2015,3,females,20-29,Non-ACF,59690,b) HIV-positive,8,0.1,5969,cpost-ACF,Non-ACF.cpost-ACF
2015,4,females,20-29,Non-ACF,59775,,1,0.1,,cpost-ACF,Non-ACF.cpost-ACF
